"Site","countdate","d","m","Year","obshours","south","north","Date","Duration","count_per_hour","yday"
429,"1993-05-11",11,5,1993,"06:00:00",0,1281,1993-05-11,6,213.5,131
429,"1993-05-07",7,5,1993,"04:00:00",0,1145,1993-05-07,4,286.25,127
159,"1993-04-19",19,4,1993,"02:00:00",0,219,1993-04-19,2,109.5,109
429,"1993-04-11",11,4,1993,"01:00:00",0,1,1993-04-11,1,1,101
159,"1993-05-10",10,5,1993,"04:30:00",0,2999,1993-05-10,4.5,666.444444444444,130
97,"1993-04-28",28,4,1993,"01:00:00",0,53,1993-04-28,1,53,118
1,"1993-04-27",27,4,1993,"07:45:00",0,53,1993-04-27,7.75,6.83870967741935,117
1,"1993-05-08",8,5,1993,"06:00:00",0,187,1993-05-08,6,31.1666666666667,128
29,"1993-05-09",9,5,1993,"02:00:00",0,80,1993-05-09,2,40,129
159,"1993-05-09",9,5,1993,"02:00:00",0,1414,1993-05-09,2,707,129
1,"1993-05-04",4,5,1993,"03:45:00",0,25,1993-05-04,3.75,6.66666666666667,124
159,"1993-04-21",21,4,1993,"01:00:00",0,13,1993-04-21,1,13,111
429,"1993-05-13",13,5,1993,"03:45:00",0,233,1993-05-13,3.75,62.1333333333333,133
252,"1993-05-03",3,5,1993,"09:00:00",0,2012,1993-05-03,9,223.555555555556,123
429,"1993-05-17",17,5,1993,"01:00:00",2,0,1993-05-17,1,2,137
1,"1993-05-24",24,5,1993,"08:15:00",0,5,1993-05-24,8.25,0.606060606060606,144
429,"1993-05-06",6,5,1993,"03:00:00",0,188,1993-05-06,3,62.6666666666667,126
159,"1993-05-05",5,5,1993,"01:30:00",0,102,1993-05-05,1.5,68,125
97,"1993-05-10",10,5,1993,"01:00:00",0,465,1993-05-10,1,465,130
159,"1993-04-28",28,4,1993,"01:30:00",0,286,1993-04-28,1.5,190.666666666667,118
71,"1993-04-30",30,4,1993,"01:00:00",0,5,1993-04-30,1,5,120
252,"1993-04-30",30,4,1993,"04:00:00",0,72,1993-04-30,4,18,120
71,"1993-05-01",1,5,1993,"02:00:00",1,3,1993-05-01,2,2,121
429,"1993-04-29",29,4,1993,"04:00:00",0,772,1993-04-29,4,193,119
71,"1993-05-03",3,5,1993,"03:00:00",0,244,1993-05-03,3,81.3333333333333,123
159,"1993-04-23",23,4,1993,"00:30:00",8,0,1993-04-23,0.5,16,113
159,"1993-04-25",25,4,1993,"01:30:00",0,50,1993-04-25,1.5,33.3333333333333,115
1,"1993-05-16",16,5,1993,"05:45:00",0,4,1993-05-16,5.75,0.695652173913043,136
1,"1993-05-05",5,5,1993,"08:45:00",0,43,1993-05-05,8.75,4.91428571428571,125
71,"1993-05-13",13,5,1993,"03:00:00",0,35,1993-05-13,3,11.6666666666667,133
252,"1993-05-07",7,5,1993,"03:00:00",0,420,1993-05-07,3,140,127
1,"1993-04-28",28,4,1993,"05:15:00",0,23,1993-04-28,5.25,4.38095238095238,118
71,"1993-04-24",24,4,1993,"01:00:00",0,7,1993-04-24,1,7,114
71,"1993-05-11",11,5,1993,"02:00:00",1,27,1993-05-11,2,14,131
252,"1993-05-13",13,5,1993,"03:00:00",0,45,1993-05-13,3,15,133
97,"1993-05-04",4,5,1993,"01:00:00",0,64,1993-05-04,1,64,124
97,"1993-04-27",27,4,1993,"01:00:00",0,5,1993-04-27,1,5,117
252,"1993-05-06",6,5,1993,"02:00:00",0,133,1993-05-06,2,66.5,126
71,"1993-04-29",29,4,1993,"04:00:00",0,14,1993-04-29,4,3.5,119
1,"1993-05-02",2,5,1993,"03:45:00",0,2574,1993-05-02,3.75,686.4,122
29,"1993-04-16",16,4,1993,"02:00:00",0,6,1993-04-16,2,3,106
159,"1993-04-16",16,4,1993,"02:00:00",0,1,1993-04-16,2,0.5,106
1,"1993-05-10",10,5,1993,"14:45:00",0,291,1993-05-10,14.75,19.728813559322,130
429,"1993-05-03",3,5,1993,"04:00:00",0,1192,1993-05-03,4,298,123
429,"1993-05-01",1,5,1993,"05:00:00",0,167,1993-05-01,5,33.4,121
159,"1993-04-15",15,4,1993,"01:30:00",0,1,1993-04-15,1.5,0.666666666666667,105
429,"1993-04-20",20,4,1993,"02:00:00",0,2,1993-04-20,2,1,110
429,"1993-04-30",30,4,1993,"06:00:00",1,1053,1993-04-30,6,175.666666666667,120
97,"1993-05-07",7,5,1993,"01:00:00",0,76,1993-05-07,1,76,127
97,"1993-05-11",11,5,1993,"02:00:00",0,29,1993-05-11,2,14.5,131
159,"1993-05-04",4,5,1993,"02:00:00",0,853,1993-05-04,2,426.5,124
71,"1993-05-04",4,5,1993,"04:00:00",0,101,1993-05-04,4,25.25,124
159,"1993-04-27",27,4,1993,"01:30:00",0,17,1993-04-27,1.5,11.3333333333333,117
159,"1993-05-06",6,5,1993,"01:30:00",0,64,1993-05-06,1.5,42.6666666666667,126
252,"1993-04-29",29,4,1993,"02:00:00",0,267,1993-04-29,2,133.5,119
1,"1993-05-12",12,5,1993,"04:15:00",0,11,1993-05-12,4.25,2.58823529411765,132
71,"1993-04-27",27,4,1993,"01:00:00",0,50,1993-04-27,1,50,117
71,"1993-05-06",6,5,1993,"06:00:00",0,342,1993-05-06,6,57,126
71,"1993-05-14",14,5,1993,"02:30:00",0,15,1993-05-14,2.5,6,134
159,"1993-05-08",8,5,1993,"02:00:00",0,520,1993-05-08,2,260,128
71,"1993-05-08",8,5,1993,"12:00:00",0,843,1993-05-08,12,70.25,128
1,"1993-05-09",9,5,1993,"09:45:00",0,421,1993-05-09,9.75,43.1794871794872,129
159,"1993-05-14",14,5,1993,"00:30:00",0,5,1993-05-14,0.5,10,134
29,"1993-05-15",15,5,1993,"02:00:00",0,68,1993-05-15,2,34,135
71,"1993-05-10",10,5,1993,"05:00:00",0,341,1993-05-10,5,68.2,130
252,"1993-05-09",9,5,1993,"05:00:00",0,1696,1993-05-09,5,339.2,129
97,"1993-04-30",30,4,1993,"02:00:00",0,40,1993-04-30,2,20,120
1,"1993-04-29",29,4,1993,"08:45:00",0,133,1993-04-29,8.75,15.2,119
1,"1993-04-13",13,4,1993,"04:00:00",0,1,1993-04-13,4,0.25,103
71,"1993-05-12",12,5,1993,"04:00:00",0,68,1993-05-12,4,17,132
1,"1993-05-06",6,5,1993,"04:45:00",0,46,1993-05-06,4.75,9.68421052631579,126
71,"1993-05-09",9,5,1993,"09:00:00",0,546,1993-05-09,9,60.6666666666667,129
429,"1993-05-24",24,5,1993,"02:00:00",0,5,1993-05-24,2,2.5,144
97,"1993-05-01",1,5,1993,"01:00:00",0,4,1993-05-01,1,4,121
1,"1993-05-17",17,5,1993,"09:30:00",0,5,1993-05-17,9.5,0.526315789473684,137
429,"1993-04-25",25,4,1993,"03:00:00",1,14,1993-04-25,3,5,115
97,"1993-05-03",3,5,1993,"00:30:00",0,6,1993-05-03,0.5,12,123
429,"1993-05-04",4,5,1993,"03:00:00",0,582,1993-05-04,3,194,124
429,"1993-04-27",27,4,1993,"03:00:00",0,60,1993-04-27,3,20,117
429,"1993-05-14",14,5,1993,"02:00:00",0,132,1993-05-14,2,66,134
429,"1993-05-08",8,5,1993,"02:00:00",0,520,1993-05-08,2,260,128
71,"1993-05-05",5,5,1993,"02:00:00",2,0,1993-05-05,2,1,125
71,"1993-04-28",28,4,1993,"10:00:00",0,479,1993-04-28,10,47.9,118
159,"1993-04-26",26,4,1993,"02:15:00",0,13,1993-04-26,2.25,5.77777777777778,116
159,"1993-04-30",30,4,1993,"02:30:00",0,802,1993-04-30,2.5,320.8,120
29,"1993-04-30",30,4,1993,"02:30:00",0,1128,1993-04-30,2.5,451.2,120
1,"1993-05-07",7,5,1993,"10:00:00",0,1124,1993-05-07,10,112.4,127
429,"1993-04-15",15,4,1993,"01:00:00",0,1,1993-04-15,1,1,105
1,"1993-05-21",21,5,1993,"01:45:00",0,1,1993-05-21,1.75,0.571428571428571,141
252,"1993-04-28",28,4,1993,"02:00:00",0,238,1993-04-28,2,119,118
159,"1993-05-01",1,5,1993,"04:00:00",0,34,1993-05-01,4,8.5,121
29,"1993-05-01",1,5,1993,"02:00:00",0,272,1993-05-01,2,136,121
1,"1993-05-11",11,5,1993,"12:30:00",0,71,1993-05-11,12.5,5.68,131
429,"1993-05-22",22,5,1993,"01:00:00",0,11,1993-05-22,1,11,142
252,"1993-05-05",5,5,1993,"03:00:00",0,14,1993-05-05,3,4.66666666666667,125
1,"1993-04-24",24,4,1993,"10:00:00",0,66,1993-04-24,10,6.6,114
429,"1993-04-16",16,4,1993,"01:00:00",0,1,1993-04-16,1,1,106
159,"1993-05-03",3,5,1993,"03:00:00",0,588,1993-05-03,3,196,123
1,"1993-04-30",30,4,1993,"09:00:00",0,332,1993-04-30,9,36.8888888888889,120
429,"1993-05-18",18,5,1993,"01:00:00",0,1,1993-05-18,1,1,138
97,"1993-04-29",29,4,1993,"01:00:00",0,4,1993-04-29,1,4,119
1,"1993-04-20",20,4,1993,"12:00:00",0,2,1993-04-20,12,0.166666666666667,110
159,"1993-05-13",13,5,1993,"01:00:00",0,114,1993-05-13,1,114,133
429,"1993-05-12",12,5,1993,"05:10:00",0,1985,1993-05-12,5.16666666666667,384.193548387097,132
429,"1993-05-09",9,5,1993,"06:00:00",0,1649,1993-05-09,6,274.833333333333,129
71,"1993-05-24",24,5,1993,"01:00:00",0,4,1993-05-24,1,4,144
429,"1993-05-23",23,5,1993,"01:00:00",0,3,1993-05-23,1,3,143
429,"1993-05-10",10,5,1993,"06:00:00",0,3168,1993-05-10,6,528,130
159,"1993-04-11",11,4,1993,"01:30:00",0,2,1993-04-11,1.5,1.33333333333333,101
429,"1993-05-02",2,5,1993,"09:00:00",0,5864,1993-05-02,9,651.555555555556,122
159,"1993-04-24",24,4,1993,"01:30:00",0,17,1993-04-24,1.5,11.3333333333333,114
159,"1993-05-07",7,5,1993,"02:30:00",0,611,1993-05-07,2.5,244.4,127
159,"1993-05-11",11,5,1993,"01:30:00",0,328,1993-05-11,1.5,218.666666666667,131
1,"1993-05-25",25,5,1993,"03:00:00",0,1,1993-05-25,3,0.333333333333333,145
429,"1993-04-19",19,4,1993,"03:00:00",0,426,1993-04-19,3,142,109
252,"1993-05-08",8,5,1993,"07:00:00",0,1241,1993-05-08,7,177.285714285714,128
159,"1993-04-29",29,4,1993,"02:30:00",0,795,1993-04-29,2.5,318,119
252,"1993-04-27",27,4,1993,"02:00:00",0,4,1993-04-27,2,2,117
252,"1993-05-04",4,5,1993,"03:00:00",0,141,1993-05-04,3,47,124
429,"1993-04-23",23,4,1993,"02:00:00",10,1,1993-04-23,2,5.5,113
429,"1993-05-05",5,5,1993,"03:00:00",0,168,1993-05-05,3,56,125
429,"1993-05-16",16,5,1993,"01:00:00",1,0,1993-05-16,1,1,136
429,"1993-04-28",28,4,1993,"09:00:00",0,354,1993-04-28,9,39.3333333333333,118
1,"1994-04-20",20,4,1994,"06:45:00",0,2,1994-04-20,6.75,0.296296296296296,110
1,"1994-04-23",23,4,1994,"09:45:00",0,44,1994-04-23,9.75,4.51282051282051,113
429,"1994-04-29",29,4,1994,"04:00:00",6,34,1994-04-29,4,10,119
429,"1994-04-14",14,4,1994,"03:00:00",0,7,1994-04-14,3,2.33333333333333,104
429,"1994-05-10",10,5,1994,"03:00:00",0,66,1994-05-10,3,22,130
97,"1994-05-12",12,5,1994,"01:00:00",0,3,1994-05-12,1,3,132
429,"1994-05-02",2,5,1994,"03:00:00",0,297,1994-05-02,3,99,122
429,"1994-05-05",5,5,1994,"02:00:00",0,19,1994-05-05,2,9.5,125
71,"1994-05-14",14,5,1994,"01:00:00",0,4,1994-05-14,1,4,134
97,"1994-05-11",11,5,1994,"01:00:00",0,13,1994-05-11,1,13,131
429,"1994-04-13",13,4,1994,"05:00:00",0,10,1994-04-13,5,2,103
1,"1994-05-06",6,5,1994,"14:00:00",0,136,1994-05-06,14,9.71428571428571,126
429,"1994-04-27",27,4,1994,"01:00:00",0,18,1994-04-27,1,18,117
429,"1994-04-17",17,4,1994,"02:00:00",0,2,1994-04-17,2,1,107
252,"1994-05-07",7,5,1994,"01:00:00",0,13,1994-05-07,1,13,127
71,"1994-05-15",15,5,1994,"03:00:00",1,46,1994-05-15,3,15.6666666666667,135
429,"1994-04-28",28,4,1994,"04:30:00",0,110,1994-04-28,4.5,24.4444444444444,118
71,"1994-05-08",8,5,1994,"01:00:00",0,2,1994-05-08,1,2,128
252,"1994-05-03",3,5,1994,"04:00:00",0,37,1994-05-03,4,9.25,123
29,"1994-05-12",12,5,1994,"03:00:00",0,46,1994-05-12,3,15.3333333333333,132
29,"1994-04-18",18,4,1994,"01:00:00",0,8,1994-04-18,1,8,108
97,"1994-05-13",13,5,1994,"01:00:00",0,5,1994-05-13,1,5,133
1,"1994-04-30",30,4,1994,"03:00:00",0,4,1994-04-30,3,1.33333333333333,120
71,"1994-05-03",3,5,1994,"04:00:00",7,2,1994-05-03,4,2.25,123
429,"1994-05-09",9,5,1994,"03:00:00",0,200,1994-05-09,3,66.6666666666667,129
71,"1994-05-04",4,5,1994,"04:00:00",21,1,1994-05-04,4,5.5,124
429,"1994-05-01",1,5,1994,"08:00:00",0,2520,1994-05-01,8,315,121
71,"1994-05-07",7,5,1994,"07:00:00",20,13,1994-05-07,7,4.71428571428571,127
1,"1994-05-12",12,5,1994,"08:30:00",0,24,1994-05-12,8.5,2.82352941176471,132
429,"1994-05-14",14,5,1994,"04:00:00",0,134,1994-05-14,4,33.5,134
71,"1994-04-13",13,4,1994,"01:00:00",0,6,1994-04-13,1,6,103
71,"1994-04-27",27,4,1994,"01:00:00",1,0,1994-04-27,1,1,117
71,"1994-05-02",2,5,1994,"06:00:00",4,65,1994-05-02,6,11.5,122
252,"1994-05-10",10,5,1994,"03:30:00",0,29,1994-05-10,3.5,8.28571428571429,130
71,"1994-05-05",5,5,1994,"04:00:00",8,15,1994-05-05,4,5.75,125
159,"1994-05-19",19,5,1994,"00:30:00",0,1,1994-05-19,0.5,2,139
71,"1994-05-10",10,5,1994,"06:30:00",1,44,1994-05-10,6.5,6.92307692307692,130
1,"1994-04-16",16,4,1994,"07:45:00",0,22,1994-04-16,7.75,2.83870967741935,106
252,"1994-05-02",2,5,1994,"02:00:00",0,80,1994-05-02,2,40,122
1,"1994-05-11",11,5,1994,"16:00:00",0,62,1994-05-11,16,3.875,131
1,"1994-04-21",21,4,1994,"04:15:00",0,19,1994-04-21,4.25,4.47058823529412,111
159,"1994-04-30",30,4,1994,"01:00:00",0,34,1994-04-30,1,34,120
1,"1994-04-22",22,4,1994,"12:30:00",0,15,1994-04-22,12.5,1.2,112
29,"1994-04-30",30,4,1994,"01:00:00",0,48,1994-04-30,1,48,120
71,"1994-04-29",29,4,1994,"03:00:00",26,17,1994-04-29,3,14.3333333333333,119
429,"1994-05-04",4,5,1994,"03:00:00",4,2,1994-05-04,3,2,124
71,"1994-05-01",1,5,1994,"03:00:00",0,54,1994-05-01,3,18,121
429,"1994-04-10",10,4,1994,"01:00:00",0,1,1994-04-10,1,1,100
429,"1994-05-03",3,5,1994,"03:30:00",0,13,1994-05-03,3.5,3.71428571428571,123
159,"1994-04-20",20,4,1994,"01:30:00",0,1,1994-04-20,1.5,0.666666666666667,110
29,"1994-04-12",12,4,1994,"01:00:00",0,6,1994-04-12,1,6,102
29,"1994-04-23",23,4,1994,"01:00:00",0,3,1994-04-23,1,3,113
71,"1994-05-09",9,5,1994,"06:00:00",0,55,1994-05-09,6,9.16666666666667,129
429,"1994-05-08",8,5,1994,"08:00:00",5,633,1994-05-08,8,79.75,128
429,"1994-04-19",19,4,1994,"02:00:00",0,191,1994-04-19,2,95.5,109
252,"1994-05-01",1,5,1994,"05:00:00",0,744,1994-05-01,5,148.8,121
429,"1994-05-15",15,5,1994,"03:00:00",0,8,1994-05-15,3,2.66666666666667,135
1,"1994-04-24",24,4,1994,"03:45:00",0,8,1994-04-24,3.75,2.13333333333333,114
71,"1994-04-28",28,4,1994,"03:00:00",46,72,1994-04-28,3,39.3333333333333,118
252,"1994-04-15",15,4,1994,"02:00:00",0,7,1994-04-15,2,3.5,105
97,"1994-04-29",29,4,1994,"00:30:00",1,0,1994-04-29,0.5,2,119
1,"1994-05-13",13,5,1994,"13:00:00",0,35,1994-05-13,13,2.69230769230769,133
429,"1994-04-30",30,4,1994,"13:00:00",1,212,1994-04-30,13,16.3846153846154,120
1,"1994-05-21",21,5,1994,"04:00:00",0,4,1994-05-21,4,1,141
252,"1994-05-13",13,5,1994,"04:00:00",0,81,1994-05-13,4,20.25,133
71,"1994-05-13",13,5,1994,"07:00:00",1,26,1994-05-13,7,3.85714285714286,133
97,"1994-05-03",3,5,1994,"01:00:00",0,8,1994-05-03,1,8,123
71,"1994-04-24",24,4,1994,"01:00:00",0,5,1994-04-24,1,5,114
159,"1994-05-14",14,5,1994,"01:00:00",0,22,1994-05-14,1,22,134
429,"1994-05-17",17,5,1994,"01:00:00",0,4,1994-05-17,1,4,137
429,"1994-05-23",23,5,1994,"03:00:00",0,20,1994-05-23,3,6.66666666666667,143
1,"1994-05-02",2,5,1994,"13:30:00",0,36,1994-05-02,13.5,2.66666666666667,122
429,"1994-05-06",6,5,1994,"02:00:00",0,17,1994-05-06,2,8.5,126
71,"1994-05-12",12,5,1994,"04:00:00",1,29,1994-05-12,4,7.5,132
252,"1994-05-12",12,5,1994,"03:00:00",0,35,1994-05-12,3,11.6666666666667,132
71,"1994-05-16",16,5,1994,"02:00:00",0,23,1994-05-16,2,11.5,136
429,"1994-04-20",20,4,1994,"06:00:00",1,64,1994-04-20,6,10.8333333333333,110
71,"1994-04-22",22,4,1994,"03:00:00",0,7,1994-04-22,3,2.33333333333333,112
159,"1994-05-03",3,5,1994,"02:00:00",4,17,1994-05-03,2,10.5,123
429,"1994-04-23",23,4,1994,"01:00:00",0,2,1994-04-23,1,2,113
429,"1994-04-12",12,4,1994,"07:00:00",0,12,1994-04-12,7,1.71428571428571,102
97,"1994-05-14",14,5,1994,"01:00:00",0,2,1994-05-14,1,2,134
159,"1994-05-04",4,5,1994,"00:15:00",1,0,1994-05-04,0.25,4,124
429,"1994-04-11",11,4,1994,"04:00:00",0,9,1994-04-11,4,2.25,101
71,"1994-05-11",11,5,1994,"07:00:00",3,68,1994-05-11,7,10.1428571428571,131
429,"1994-04-15",15,4,1994,"03:00:00",0,4,1994-04-15,3,1.33333333333333,105
71,"1994-04-16",16,4,1994,"01:00:00",0,1,1994-04-16,1,1,106
29,"1994-05-07",7,5,1994,"01:00:00",1,8,1994-05-07,1,9,127
1,"1994-05-10",10,5,1994,"08:00:00",5,58,1994-05-10,8,7.875,130
71,"1994-05-18",18,5,1994,"02:00:00",0,24,1994-05-18,2,12,138
97,"1994-05-01",1,5,1994,"02:00:00",0,34,1994-05-01,2,17,121
429,"1994-05-13",13,5,1994,"06:00:00",0,152,1994-05-13,6,25.3333333333333,133
29,"1994-05-02",2,5,1994,"02:00:00",0,328,1994-05-02,2,164,122
159,"1994-05-02",2,5,1994,"03:00:00",0,308,1994-05-02,3,102.666666666667,122
429,"1994-04-24",24,4,1994,"01:00:00",0,1,1994-04-24,1,1,114
29,"1994-05-05",5,5,1994,"01:00:00",0,2,1994-05-05,1,2,125
159,"1994-05-05",5,5,1994,"01:00:00",0,2,1994-05-05,1,2,125
1,"1994-05-07",7,5,1994,"06:45:00",0,9,1994-05-07,6.75,1.33333333333333,127
159,"1994-05-10",10,5,1994,"02:30:00",0,32,1994-05-10,2.5,12.8,130
429,"1994-05-20",20,5,1994,"02:00:00",0,19,1994-05-20,2,9.5,140
71,"1994-04-30",30,4,1994,"07:00:00",14,138,1994-04-30,7,21.7142857142857,120
97,"1994-04-17",17,4,1994,"01:00:00",0,1,1994-04-17,1,1,107
1,"1994-05-03",3,5,1994,"13:15:00",0,22,1994-05-03,13.25,1.66037735849057,123
29,"1994-04-29",29,4,1994,"01:00:00",0,51,1994-04-29,1,51,119
1,"1994-04-26",26,4,1994,"02:15:00",0,1,1994-04-26,2.25,0.444444444444444,116
429,"1994-05-11",11,5,1994,"03:00:00",0,33,1994-05-11,3,11,131
429,"1994-04-16",16,4,1994,"04:00:00",0,8,1994-04-16,4,2,106
29,"1994-05-01",1,5,1994,"02:00:00",0,944,1994-05-01,2,472,121
159,"1994-05-01",1,5,1994,"01:00:00",0,308,1994-05-01,1,308,121
429,"1994-05-18",18,5,1994,"03:00:00",0,17,1994-05-18,3,5.66666666666667,138
429,"1994-04-18",18,4,1994,"01:00:00",0,1,1994-04-18,1,1,108
429,"1994-05-16",16,5,1994,"02:00:00",0,3,1994-05-16,2,1.5,136
429,"1994-05-25",25,5,1994,"01:00:00",0,1,1994-05-25,1,1,145
429,"1994-04-22",22,4,1994,"01:00:00",1,0,1994-04-22,1,1,112
159,"1994-05-09",9,5,1994,"02:00:00",0,217,1994-05-09,2,108.5,129
429,"1994-04-25",25,4,1994,"05:00:00",32,55,1994-04-25,5,17.4,115
71,"1994-05-06",6,5,1994,"04:00:00",0,120,1994-05-06,4,30,126
252,"1994-04-12",12,4,1994,"03:00:00",0,30,1994-04-12,3,10,102
97,"1994-05-10",10,5,1994,"01:00:00",0,3,1994-05-10,1,3,130
1,"1994-05-14",14,5,1994,"08:45:00",0,37,1994-05-14,8.75,4.22857142857143,134
429,"1994-05-12",12,5,1994,"03:30:00",0,44,1994-05-12,3.5,12.5714285714286,132
429,"1995-04-12",12,4,1995,"01:00:00",0,2,1995-04-12,1,2,102
71,"1995-05-04",4,5,1995,"04:00:00",1,7,1995-05-04,4,2,124
71,"1995-04-25",25,4,1995,"04:00:00",0,18,1995-04-25,4,4.5,115
1,"1995-05-06",6,5,1995,"06:30:00",0,24,1995-05-06,6.5,3.69230769230769,126
159,"1995-05-01",1,5,1995,"02:30:00",1,961,1995-05-01,2.5,384.8,121
71,"1995-05-20",20,5,1995,"01:00:00",0,3,1995-05-20,1,3,140
252,"1995-04-28",28,4,1995,"03:00:00",0,1638,1995-04-28,3,546,118
159,"1995-05-02",2,5,1995,"01:30:00",5,29,1995-05-02,1.5,22.6666666666667,122
97,"1995-04-26",26,4,1995,"02:00:00",0,29,1995-04-26,2,14.5,116
429,"1995-04-23",23,4,1995,"03:00:00",0,17,1995-04-23,3,5.66666666666667,113
252,"1995-04-24",24,4,1995,"02:00:00",0,12,1995-04-24,2,6,114
71,"1995-04-28",28,4,1995,"04:00:00",0,520,1995-04-28,4,130,118
429,"1995-05-25",25,5,1995,"01:00:00",0,2,1995-05-25,1,2,145
429,"1995-05-03",3,5,1995,"03:30:00",0,21,1995-05-03,3.5,6,123
252,"1995-04-25",25,4,1995,"03:00:00",0,11,1995-04-25,3,3.66666666666667,115
429,"1995-05-22",22,5,1995,"02:00:00",1,7,1995-05-22,2,4,142
252,"1995-04-20",20,4,1995,"01:00:00",0,18,1995-04-20,1,18,110
71,"1995-05-08",8,5,1995,"04:00:00",0,308,1995-05-08,4,77,128
71,"1995-04-16",16,4,1995,"02:00:00",0,35,1995-04-16,2,17.5,106
252,"1995-05-11",11,5,1995,"03:00:00",0,19,1995-05-11,3,6.33333333333333,131
71,"1995-05-16",16,5,1995,"00:30:00",0,21,1995-05-16,0.5,42,136
159,"1995-04-26",26,4,1995,"02:00:00",0,375,1995-04-26,2,187.5,116
252,"1995-04-16",16,4,1995,"02:00:00",0,11,1995-04-16,2,5.5,106
159,"1995-05-09",9,5,1995,"01:00:00",0,7,1995-05-09,1,7,129
1,"1995-04-27",27,4,1995,"04:30:00",0,782,1995-04-27,4.5,173.777777777778,117
1,"1995-05-05",5,5,1995,"08:15:00",0,16,1995-05-05,8.25,1.93939393939394,125
252,"1995-04-13",13,4,1995,"01:00:00",0,3,1995-04-13,1,3,103
429,"1995-04-29",29,4,1995,"12:00:00",1,425,1995-04-29,12,35.5,119
1,"1995-04-26",26,4,1995,"01:45:00",0,1,1995-04-26,1.75,0.571428571428571,116
429,"1995-05-19",19,5,1995,"01:00:00",0,28,1995-05-19,1,28,139
71,"1995-04-23",23,4,1995,"04:00:00",0,18,1995-04-23,4,4.5,113
429,"1995-04-28",28,4,1995,"05:00:00",0,4077,1995-04-28,5,815.4,118
71,"1995-05-03",3,5,1995,"01:00:00",1,0,1995-05-03,1,1,123
29,"1995-05-05",5,5,1995,"02:00:00",0,163,1995-05-05,2,81.5,125
159,"1995-04-17",17,4,1995,"02:00:00",0,2,1995-04-17,2,1,107
429,"1995-04-24",24,4,1995,"04:00:00",0,57,1995-04-24,4,14.25,114
429,"1995-05-24",24,5,1995,"02:00:00",0,8,1995-05-24,2,4,144
71,"1995-04-12",12,4,1995,"01:00:00",0,1,1995-04-12,1,1,102
29,"1995-04-27",27,4,1995,"01:00:00",0,37,1995-04-27,1,37,117
429,"1995-05-04",4,5,1995,"04:30:00",0,120,1995-05-04,4.5,26.6666666666667,124
429,"1995-04-25",25,4,1995,"04:00:00",0,34,1995-04-25,4,8.5,115
429,"1995-04-18",18,4,1995,"02:00:00",0,12,1995-04-18,2,6,108
159,"1995-05-10",10,5,1995,"01:00:00",0,44,1995-05-10,1,44,130
1,"1995-05-02",2,5,1995,"12:45:00",0,39,1995-05-02,12.75,3.05882352941176,122
71,"1995-04-29",29,4,1995,"08:00:00",0,111,1995-04-29,8,13.875,119
29,"1995-05-06",6,5,1995,"01:00:00",0,102,1995-05-06,1,102,126
1,"1995-05-01",1,5,1995,"11:00:00",0,251,1995-05-01,11,22.8181818181818,121
429,"1995-05-11",11,5,1995,"04:00:00",0,64,1995-05-11,4,16,131
1,"1995-05-21",21,5,1995,"01:00:00",0,3,1995-05-21,1,3,141
429,"1995-04-16",16,4,1995,"02:00:00",0,17,1995-04-16,2,8.5,106
429,"1995-05-16",16,5,1995,"02:00:00",1,54,1995-05-16,2,27.5,136
1,"1995-04-30",30,4,1995,"09:45:00",0,154,1995-04-30,9.75,15.7948717948718,120
252,"1995-05-06",6,5,1995,"01:00:00",0,5,1995-05-06,1,5,126
252,"1995-04-29",29,4,1995,"03:00:00",0,53,1995-04-29,3,17.6666666666667,119
429,"1995-04-13",13,4,1995,"02:00:00",0,11,1995-04-13,2,5.5,103
71,"1995-05-22",22,5,1995,"00:45:00",0,10,1995-05-22,0.75,13.3333333333333,142
429,"1995-05-08",8,5,1995,"05:00:00",0,58,1995-05-08,5,11.6,128
1,"1995-04-28",28,4,1995,"13:00:00",0,294,1995-04-28,13,22.6153846153846,118
71,"1995-05-14",14,5,1995,"05:30:00",0,97,1995-05-14,5.5,17.6363636363636,134
252,"1995-05-21",21,5,1995,"01:00:00",0,14,1995-05-21,1,14,141
429,"1995-04-27",27,4,1995,"04:00:00",0,944,1995-04-27,4,236,117
252,"1995-04-14",14,4,1995,"01:00:00",0,10,1995-04-14,1,10,104
252,"1995-04-30",30,4,1995,"08:00:00",0,820,1995-04-30,8,102.5,120
159,"1995-04-25",25,4,1995,"02:00:00",0,51,1995-04-25,2,25.5,115
429,"1995-05-10",10,5,1995,"03:00:00",0,168,1995-05-10,3,56,130
429,"1995-05-05",5,5,1995,"04:00:00",13,53,1995-05-05,4,16.5,125
71,"1995-05-01",1,5,1995,"10:00:00",1,133,1995-05-01,10,13.4,121
1,"1995-04-29",29,4,1995,"13:00:00",0,282,1995-04-29,13,21.6923076923077,119
159,"1995-04-24",24,4,1995,"01:00:00",1,2,1995-04-24,1,3,114
429,"1995-04-17",17,4,1995,"03:00:00",0,12,1995-04-17,3,4,107
97,"1995-04-16",16,4,1995,"01:00:00",0,5,1995-04-16,1,5,106
71,"1995-05-02",2,5,1995,"06:00:00",7,34,1995-05-02,6,6.83333333333333,122
429,"1995-04-19",19,4,1995,"02:00:00",0,13,1995-04-19,2,6.5,109
29,"1995-04-28",28,4,1995,"03:00:00",0,1986,1995-04-28,3,662,118
