"Site","countdate","d","m","Year","obshours","south","north","Date","Duration","count_per_hour","yday"
429,"2011-05-02",2,5,2011,"03:00:00",0,874,2011-05-02,3,291.333333333333,122
252,"2011-04-23",23,4,2011,"02:00:00",0,2,2011-04-23,2,1,113
429,"2011-04-22",22,4,2011,"02:00:00",0,97,2011-04-22,2,48.5,112
159,"2011-04-25",25,4,2011,"01:00:00",0,1,2011-04-25,1,1,115
159,"2011-04-30",30,4,2011,"04:00:00",0,1082,2011-04-30,4,270.5,120
29,"2011-04-30",30,4,2011,"09:30:00",3,3446,2011-04-30,9.5,363.052631578947,120
429,"2011-04-28",28,4,2011,"03:00:00",0,350,2011-04-28,3,116.666666666667,118
71,"2011-05-03",3,5,2011,"02:00:00",0,37,2011-05-03,2,18.5,123
71,"2011-05-10",10,5,2011,"01:00:00",0,7,2011-05-10,1,7,130
252,"2011-04-27",27,4,2011,"02:00:00",0,5,2011-04-27,2,2.5,117
1,"2011-05-06",6,5,2011,"04:00:00",0,18,2011-05-06,4,4.5,126
429,"2011-05-01",1,5,2011,"06:15:00",1,3628,2011-05-01,6.25,580.64,121
1,"2011-05-05",5,5,2011,"13:15:00",0,119,2011-05-05,13.25,8.9811320754717,125
71,"2011-04-27",27,4,2011,"02:00:00",0,50,2011-04-27,2,25,117
252,"2011-05-15",15,5,2011,"02:00:00",0,18,2011-05-15,2,9,135
252,"2011-05-03",3,5,2011,"02:00:00",0,232,2011-05-03,2,116,123
1,"2011-04-10",10,4,2011,"06:30:00",0,1,2011-04-10,6.5,0.153846153846154,100
159,"2011-05-25",25,5,2011,"01:00:00",0,2,2011-05-25,1,2,145
252,"2011-05-07",7,5,2011,"02:00:00",0,5,2011-05-07,2,2.5,127
159,"2011-04-20",20,4,2011,"01:00:00",0,1,2011-04-20,1,1,110
1,"2011-04-29",29,4,2011,"00:50:00",0,16,2011-04-29,0.833333333333333,19.2,119
29,"2011-04-24",24,4,2011,"03:00:00",0,7,2011-04-24,3,2.33333333333333,114
71,"2011-05-02",2,5,2011,"03:00:00",0,169,2011-05-02,3,56.3333333333333,122
252,"2011-05-02",2,5,2011,"02:00:00",0,137,2011-05-02,2,68.5,122
429,"2011-05-06",6,5,2011,"03:00:00",0,11,2011-05-06,3,3.66666666666667,126
429,"2011-04-23",23,4,2011,"04:00:00",0,16,2011-04-23,4,4,113
429,"2011-05-05",5,5,2011,"06:00:00",0,294,2011-05-05,6,49,125
252,"2011-04-24",24,4,2011,"01:00:00",0,2,2011-04-24,1,2,114
159,"2011-05-20",20,5,2011,"01:00:00",0,7,2011-05-20,1,7,140
1,"2011-05-01",1,5,2011,"12:30:00",0,393,2011-05-01,12.5,31.44,121
1,"2011-05-02",2,5,2011,"15:00:00",0,771,2011-05-02,15,51.4,122
252,"2011-04-29",29,4,2011,"12:00:00",0,591,2011-04-29,12,49.25,119
29,"2011-05-01",1,5,2011,"03:00:00",0,2212,2011-05-01,3,737.333333333333,121
429,"2011-04-25",25,4,2011,"01:55:00",0,9,2011-04-25,1.91666666666667,4.69565217391304,115
429,"2011-04-30",30,4,2011,"06:20:00",26,3017,2011-04-30,6.33333333333333,480.473684210526,120
1,"2011-05-03",3,5,2011,"06:00:00",0,164,2011-05-03,6,27.3333333333333,123
1,"2011-05-04",4,5,2011,"07:00:00",0,100,2011-05-04,7,14.2857142857143,124
159,"2011-05-23",23,5,2011,"01:00:00",0,26,2011-05-23,1,26,143
1,"2011-05-07",7,5,2011,"03:30:00",0,7,2011-05-07,3.5,2,127
429,"2011-04-17",17,4,2011,"02:00:00",0,4,2011-04-17,2,2,107
29,"2011-05-07",7,5,2011,"04:00:00",0,14,2011-05-07,4,3.5,127
429,"2011-04-12",12,4,2011,"01:00:00",0,5,2011-04-12,1,5,102
429,"2011-05-08",8,5,2011,"03:00:00",0,15,2011-05-08,3,5,128
29,"2011-05-03",3,5,2011,"04:00:00",0,309,2011-05-03,4,77.25,123
159,"2011-05-03",3,5,2011,"02:00:00",5,303,2011-05-03,2,154,123
159,"2011-05-04",4,5,2011,"02:30:00",0,748,2011-05-04,2.5,299.2,124
159,"2011-05-15",15,5,2011,"01:00:00",0,13,2011-05-15,1,13,135
159,"2011-05-24",24,5,2011,"01:00:00",0,2,2011-05-24,1,2,144
1,"2011-04-23",23,4,2011,"01:00:00",0,1,2011-04-23,1,1,113
159,"2011-05-10",10,5,2011,"01:00:00",0,10,2011-05-10,1,10,130
429,"2011-04-26",26,4,2011,"02:00:00",0,4,2011-04-26,2,2,116
97,"2011-05-02",2,5,2011,"01:00:00",0,60,2011-05-02,1,60,122
429,"2011-04-29",29,4,2011,"04:15:00",2,2480,2011-04-29,4.25,584,119
429,"2011-05-11",11,5,2011,"03:00:00",0,44,2011-05-11,3,14.6666666666667,131
252,"2011-04-30",30,4,2011,"23:00:00",0,1889,2011-04-30,23,82.1304347826087,120
97,"2011-05-07",7,5,2011,"01:00:00",0,3,2011-05-07,1,3,127
429,"2011-05-14",14,5,2011,"03:00:00",0,49,2011-05-14,3,16.3333333333333,134
97,"2011-05-03",3,5,2011,"01:00:00",0,29,2011-05-03,1,29,123
97,"2011-05-15",15,5,2011,"01:00:00",0,11,2011-05-15,1,11,135
1,"2011-04-18",18,4,2011,"00:45:00",0,4,2011-04-18,0.75,5.33333333333333,108
429,"2011-04-10",10,4,2011,"01:00:00",0,10,2011-04-10,1,10,100
252,"2012-04-29",29,4,2012,"09:00:00",0,827,2012-04-29,9,91.8888888888889,120
29,"2012-05-20",20,5,2012,"01:00:00",0,1,2012-05-20,1,1,141
159,"2012-04-28",28,4,2012,"01:30:00",0,19,2012-04-28,1.5,12.6666666666667,119
29,"2012-04-28",28,4,2012,"04:30:00",0,193,2012-04-28,4.5,42.8888888888889,119
71,"2012-04-30",30,4,2012,"01:00:00",0,2,2012-04-30,1,2,121
1,"2012-05-18",18,5,2012,"05:00:00",0,9,2012-05-18,5,1.8,139
252,"2012-04-30",30,4,2012,"01:30:00",0,2,2012-04-30,1.5,1.33333333333333,121
71,"2012-04-29",29,4,2012,"03:00:00",0,288,2012-04-29,3,96,120
71,"2012-04-27",27,4,2012,"02:00:00",3,0,2012-04-27,2,1.5,118
159,"2012-04-22",22,4,2012,"02:00:00",0,380,2012-04-22,2,190,113
29,"2012-04-22",22,4,2012,"01:00:00",0,2,2012-04-22,1,2,113
429,"2012-05-16",16,5,2012,"01:00:00",0,1,2012-05-16,1,1,137
429,"2012-05-17",17,5,2012,"01:00:00",0,16,2012-05-17,1,16,138
429,"2012-05-06",6,5,2012,"05:00:00",0,311,2012-05-06,5,62.2,127
429,"2012-04-13",13,4,2012,"01:00:00",0,5,2012-04-13,1,5,104
429,"2012-05-24",24,5,2012,"02:00:00",1,4,2012-05-24,2,2.5,145
252,"2012-05-01",1,5,2012,"02:00:00",0,723,2012-05-01,2,361.5,122
159,"2012-05-05",5,5,2012,"02:00:00",0,186,2012-05-05,2,93,126
29,"2012-05-05",5,5,2012,"07:30:00",0,195,2012-05-05,7.5,26,126
429,"2012-05-07",7,5,2012,"03:00:00",0,296,2012-05-07,3,98.6666666666667,128
429,"2012-05-11",11,5,2012,"02:00:00",3,0,2012-05-11,2,1.5,132
429,"2012-04-29",29,4,2012,"06:40:00",0,3593,2012-04-29,6.66666666666667,538.95,120
429,"2012-04-27",27,4,2012,"01:00:00",2,0,2012-04-27,1,2,118
97,"2012-04-15",15,4,2012,"01:00:00",0,6,2012-04-15,1,6,106
1,"2012-05-05",5,5,2012,"02:45:00",0,54,2012-05-05,2.75,19.6363636363636,126
429,"2012-04-30",30,4,2012,"03:00:00",2,134,2012-04-30,3,45.3333333333333,121
429,"2012-05-12",12,5,2012,"04:30:00",0,63,2012-05-12,4.5,14,133
252,"2012-05-06",6,5,2012,"03:00:00",0,65,2012-05-06,3,21.6666666666667,127
1,"2012-04-28",28,4,2012,"01:00:00",0,8,2012-04-28,1,8,119
159,"2012-04-15",15,4,2012,"01:00:00",0,4,2012-04-15,1,4,106
159,"2012-05-23",23,5,2012,"02:00:00",0,4,2012-05-23,2,2,144
159,"2012-05-02",2,5,2012,"03:00:00",0,216,2012-05-02,3,72,123
429,"2012-04-22",22,4,2012,"04:00:00",0,452,2012-04-22,4,113,113
429,"2012-05-19",19,5,2012,"01:00:00",0,6,2012-05-19,1,6,140
252,"2012-05-07",7,5,2012,"03:00:00",0,119,2012-05-07,3,39.6666666666667,128
29,"2012-05-17",17,5,2012,"01:00:00",0,1,2012-05-17,1,1,138
159,"2012-05-16",16,5,2012,"01:00:00",2,1,2012-05-16,1,3,137
71,"2012-05-17",17,5,2012,"02:00:00",2,0,2012-05-17,2,1,138
159,"2012-05-06",6,5,2012,"02:00:00",0,233,2012-05-06,2,116.5,127
159,"2012-05-18",18,5,2012,"01:30:00",0,13,2012-05-18,1.5,8.66666666666667,139
1,"2012-04-25",25,4,2012,"01:00:00",0,1,2012-04-25,1,1,116
29,"2012-05-18",18,5,2012,"01:00:00",0,9,2012-05-18,1,9,139
71,"2012-05-06",6,5,2012,"01:25:00",0,35,2012-05-06,1.41666666666667,24.7058823529412,127
429,"2012-05-01",1,5,2012,"03:00:00",0,130,2012-05-01,3,43.3333333333333,122
159,"2012-05-12",12,5,2012,"02:00:00",0,9,2012-05-12,2,4.5,133
29,"2012-05-12",12,5,2012,"01:00:00",0,5,2012-05-12,1,5,133
71,"2012-04-28",28,4,2012,"02:00:00",0,20,2012-04-28,2,10,119
1,"2012-05-07",7,5,2012,"10:00:00",0,91,2012-05-07,10,9.1,128
29,"2012-04-30",30,4,2012,"02:30:00",0,23,2012-04-30,2.5,9.2,121
159,"2012-04-30",30,4,2012,"01:00:00",0,42,2012-04-30,1,42,121
1,"2012-05-17",17,5,2012,"01:00:00",0,1,2012-05-17,1,1,138
1,"2012-05-06",6,5,2012,"06:00:00",0,63,2012-05-06,6,10.5,127
159,"2012-04-14",14,4,2012,"01:00:00",0,2,2012-04-14,1,2,105
429,"2012-05-22",22,5,2012,"02:00:00",0,15,2012-05-22,2,7.5,143
252,"2012-04-28",28,4,2012,"02:00:00",0,39,2012-04-28,2,19.5,119
1,"2012-05-04",4,5,2012,"01:00:00",0,5,2012-05-04,1,5,125
29,"2012-04-29",29,4,2012,"09:00:00",0,2242,2012-04-29,9,249.111111111111,120
159,"2012-04-29",29,4,2012,"02:00:00",0,1388,2012-04-29,2,694,120
159,"2012-05-19",19,5,2012,"02:30:00",0,8,2012-05-19,2.5,3.2,140
252,"2012-05-05",5,5,2012,"07:00:00",0,146,2012-05-05,7,20.8571428571429,126
252,"2012-05-13",13,5,2012,"01:00:00",0,1,2012-05-13,1,1,134
159,"2012-05-01",1,5,2012,"01:30:00",0,54,2012-05-01,1.5,36,122
429,"2012-05-18",18,5,2012,"01:00:00",0,4,2012-05-18,1,4,139
159,"2012-04-24",24,4,2012,"01:00:00",0,22,2012-04-24,1,22,115
429,"2012-04-15",15,4,2012,"04:00:00",0,8,2012-04-15,4,2,106
429,"2012-05-02",2,5,2012,"03:00:00",0,202,2012-05-02,3,67.3333333333333,123
159,"2012-05-03",3,5,2012,"02:00:00",0,387,2012-05-03,2,193.5,124
71,"2012-05-05",5,5,2012,"03:00:00",0,63,2012-05-05,3,21,126
1,"2012-05-01",1,5,2012,"04:00:00",0,28,2012-05-01,4,7,122
429,"2012-05-20",20,5,2012,"01:40:00",0,2,2012-05-20,1.66666666666667,1.2,141
429,"2012-04-28",28,4,2012,"07:00:00",0,296,2012-04-28,7,42.2857142857143,119
97,"2012-05-06",6,5,2012,"02:00:00",0,19,2012-05-06,2,9.5,127
1,"2012-04-30",30,4,2012,"04:00:00",0,9,2012-04-30,4,2.25,121
429,"2012-05-13",13,5,2012,"01:00:00",1,0,2012-05-13,1,1,134
429,"2012-05-05",5,5,2012,"03:41:00",0,263,2012-05-05,3.68333333333333,71.4027149321267,126
71,"2012-05-02",2,5,2012,"01:00:00",0,3,2012-05-02,1,3,123
1,"2012-04-29",29,4,2012,"05:45:00",0,211,2012-04-29,5.75,36.695652173913,120
159,"2012-04-17",17,4,2012,"01:00:00",0,1,2012-04-17,1,1,108
159,"2012-04-13",13,4,2012,"02:00:00",0,18,2012-04-13,2,9,104
252,"2012-04-15",15,4,2012,"00:30:00",0,1,2012-04-15,0.5,2,106
97,"2013-05-25",25,5,2013,"01:00:00",0,3,2013-05-25,1,3,145
1,"2013-04-28",28,4,2013,"02:30:00",0,35,2013-04-28,2.5,14,118
159,"2013-04-13",13,4,2013,"01:00:00",0,7,2013-04-13,1,7,103
429,"2013-04-30",30,4,2013,"03:50:00",0,44,2013-04-30,3.83333333333333,11.4782608695652,120
252,"2013-04-27",27,4,2013,"01:30:00",0,195,2013-04-27,1.5,130,117
29,"2013-04-20",20,4,2013,"05:00:00",0,67,2013-04-20,5,13.4,110
1,"2013-05-02",2,5,2013,"12:45:00",0,598,2013-05-02,12.75,46.9019607843137,122
71,"2013-04-27",27,4,2013,"01:00:00",0,1,2013-04-27,1,1,117
29,"2013-05-25",25,5,2013,"03:00:00",0,28,2013-05-25,3,9.33333333333333,145
159,"2013-05-25",25,5,2013,"01:00:00",0,1,2013-05-25,1,1,145
71,"2013-05-07",7,5,2013,"02:00:00",0,9,2013-05-07,2,4.5,127
29,"2013-05-05",5,5,2013,"01:00:00",0,14,2013-05-05,1,14,125
97,"2013-04-20",20,4,2013,"02:00:00",0,37,2013-04-20,2,18.5,110
29,"2013-05-11",11,5,2013,"01:00:00",0,12,2013-05-11,1,12,131
159,"2013-05-11",11,5,2013,"00:40:00",0,1,2013-05-11,0.666666666666667,1.5,131
159,"2013-05-23",23,5,2013,"01:00:00",0,5,2013-05-23,1,5,143
252,"2013-05-01",1,5,2013,"03:00:00",0,7,2013-05-01,3,2.33333333333333,121
71,"2013-05-01",1,5,2013,"01:00:00",0,2,2013-05-01,1,2,121
29,"2013-05-06",6,5,2013,"08:00:00",0,369,2013-05-06,8,46.125,126
29,"2013-04-21",21,4,2013,"02:00:00",0,17,2013-04-21,2,8.5,111
159,"2013-04-21",21,4,2013,"01:00:00",0,6,2013-04-21,1,6,111
252,"2013-05-07",7,5,2013,"02:00:00",0,54,2013-05-07,2,27,127
29,"2013-05-03",3,5,2013,"07:00:00",0,751,2013-05-03,7,107.285714285714,123
159,"2013-05-03",3,5,2013,"02:00:00",0,155,2013-05-03,2,77.5,123
429,"2013-05-22",22,5,2013,"03:00:00",0,3,2013-05-22,3,1,142
252,"2013-04-30",30,4,2013,"01:00:00",0,20,2013-04-30,1,20,120
429,"2013-04-27",27,4,2013,"03:00:00",0,365,2013-04-27,3,121.666666666667,117
97,"2013-05-02",2,5,2013,"01:00:00",0,26,2013-05-02,1,26,122
1,"2013-05-03",3,5,2013,"04:30:00",0,12,2013-05-03,4.5,2.66666666666667,123
97,"2013-05-12",12,5,2013,"01:00:00",0,4,2013-05-12,1,4,132
429,"2013-05-04",4,5,2013,"03:00:00",0,17,2013-05-04,3,5.66666666666667,124
97,"2013-05-21",21,5,2013,"01:00:00",0,1,2013-05-21,1,1,141
1,"2013-04-21",21,4,2013,"01:00:00",0,6,2013-04-21,1,6,111
429,"2013-05-09",9,5,2013,"04:00:00",0,30,2013-05-09,4,7.5,129
1,"2013-05-06",6,5,2013,"07:00:00",0,71,2013-05-06,7,10.1428571428571,126
71,"2013-04-30",30,4,2013,"01:00:00",0,1,2013-04-30,1,1,120
29,"2013-05-02",2,5,2013,"02:00:00",0,6,2013-05-02,2,3,122
159,"2013-05-02",2,5,2013,"02:00:00",0,9,2013-05-02,2,4.5,122
429,"2013-05-01",1,5,2013,"02:00:00",0,5,2013-05-01,2,2.5,121
29,"2013-04-28",28,4,2013,"03:00:00",0,74,2013-04-28,3,24.6666666666667,118
429,"2013-05-25",25,5,2013,"03:00:00",0,26,2013-05-25,3,8.66666666666667,145
429,"2013-05-07",7,5,2013,"03:00:00",0,232,2013-05-07,3,77.3333333333333,127
252,"2013-05-02",2,5,2013,"05:30:00",0,171,2013-05-02,5.5,31.0909090909091,122
97,"2013-04-30",30,4,2013,"01:00:00",0,47,2013-04-30,1,47,120
429,"2013-04-15",15,4,2013,"01:00:00",1,0,2013-04-15,1,1,105
29,"2013-05-08",8,5,2013,"06:00:00",2,412,2013-05-08,6,69,128
159,"2013-05-08",8,5,2013,"02:00:00",0,497,2013-05-08,2,248.5,128
97,"2013-05-07",7,5,2013,"01:00:00",0,19,2013-05-07,1,19,127
29,"2013-05-09",9,5,2013,"02:00:00",0,1,2013-05-09,2,0.5,129
159,"2013-05-09",9,5,2013,"02:00:00",0,4,2013-05-09,2,2,129
429,"2013-04-24",24,4,2013,"01:00:00",0,1,2013-04-24,1,1,114
29,"2013-05-04",4,5,2013,"04:00:00",0,102,2013-05-04,4,25.5,124
159,"2013-05-04",4,5,2013,"02:00:00",0,243,2013-05-04,2,121.5,124
29,"2013-04-27",27,4,2013,"08:00:00",0,447,2013-04-27,8,55.875,117
97,"2013-05-08",8,5,2013,"01:00:00",0,5,2013-05-08,1,5,128
252,"2013-05-03",3,5,2013,"02:30:00",0,16,2013-05-03,2.5,6.4,123
29,"2013-04-26",26,4,2013,"04:00:00",0,127,2013-04-26,4,31.75,116
159,"2013-04-26",26,4,2013,"02:00:00",0,79,2013-04-26,2,39.5,116
29,"2013-05-07",7,5,2013,"09:00:00",0,335,2013-05-07,9,37.2222222222222,127
159,"2013-05-07",7,5,2013,"02:00:00",0,156,2013-05-07,2,78,127
252,"2013-04-21",21,4,2013,"02:00:00",0,9,2013-04-21,2,4.5,111
97,"2013-05-04",4,5,2013,"01:00:00",0,3,2013-05-04,1,3,124
429,"2013-05-12",12,5,2013,"02:45:00",4,11,2013-05-12,2.75,5.45454545454545,132
1,"2013-04-30",30,4,2013,"03:00:00",0,20,2013-04-30,3,6.66666666666667,120
429,"2013-04-28",28,4,2013,"04:40:00",0,192,2013-04-28,4.66666666666667,41.1428571428571,118
97,"2013-04-27",27,4,2013,"01:00:00",0,46,2013-04-27,1,46,117
429,"2013-05-02",2,5,2013,"03:00:00",0,24,2013-05-02,3,8,122
71,"2013-05-03",3,5,2013,"01:00:00",0,10,2013-05-03,1,10,123
429,"2013-05-14",14,5,2013,"01:00:00",0,2,2013-05-14,1,2,134
429,"2013-04-14",14,4,2013,"01:00:00",0,2,2013-04-14,1,2,104
429,"2013-05-17",17,5,2013,"01:00:00",0,2,2013-05-17,1,2,137
1,"2013-05-07",7,5,2013,"07:00:00",0,99,2013-05-07,7,14.1428571428571,127
429,"2013-04-20",20,4,2013,"01:00:00",0,29,2013-04-20,1,29,110
1,"2013-05-01",1,5,2013,"04:00:00",0,17,2013-05-01,4,4.25,121
29,"2013-04-30",30,4,2013,"01:00:00",0,9,2013-04-30,1,9,120
159,"2013-04-30",30,4,2013,"02:30:00",0,54,2013-04-30,2.5,21.6,120
71,"2013-05-02",2,5,2013,"05:10:00",0,26,2013-05-02,5.16666666666667,5.03225806451613,122
429,"2013-05-03",3,5,2013,"03:00:00",0,43,2013-05-03,3,14.3333333333333,123
159,"2013-05-22",22,5,2013,"01:00:00",0,1,2013-05-22,1,1,142
252,"2013-05-12",12,5,2013,"02:00:00",0,9,2013-05-12,2,4.5,132
429,"2013-05-06",6,5,2013,"03:00:00",0,25,2013-05-06,3,8.33333333333333,126
429,"2013-04-21",21,4,2013,"03:00:00",0,40,2013-04-21,3,13.3333333333333,111
71,"2013-04-28",28,4,2013,"01:00:00",0,11,2013-04-28,1,11,118
1,"2013-05-08",8,5,2013,"01:00:00",0,4,2013-05-08,1,4,128
1,"2013-04-27",27,4,2013,"04:00:00",0,20,2013-04-27,4,5,117
159,"2014-04-25",25,4,2014,"00:30:00",0,25,2014-04-25,0.5,50,115
429,"2014-05-07",7,5,2014,"01:00:00",0,3,2014-05-07,1,3,127
159,"2014-04-27",27,4,2014,"01:30:00",1,7,2014-04-27,1.5,5.33333333333333,117
29,"2014-04-26",26,4,2014,"05:00:00",1,291,2014-04-26,5,58.4,116
97,"2014-05-01",1,5,2014,"01:00:00",0,12,2014-05-01,1,12,121
429,"2014-04-19",19,4,2014,"03:00:00",0,99,2014-04-19,3,33,109
429,"2014-05-05",5,5,2014,"02:00:00",0,32,2014-05-05,2,16,125
97,"2014-04-15",15,4,2014,"01:00:00",0,24,2014-04-15,1,24,105
97,"2014-05-02",2,5,2014,"02:00:00",0,16,2014-05-02,2,8,122
71,"2014-04-20",20,4,2014,"01:30:00",0,9,2014-04-20,1.5,6,110
1,"2014-05-18",18,5,2014,"01:00:00",0,1,2014-05-18,1,1,138
429,"2014-05-03",3,5,2014,"07:00:00",0,576,2014-05-03,7,82.2857142857143,123
429,"2014-04-28",28,4,2014,"02:00:00",0,4,2014-04-28,2,2,118
1,"2014-05-20",20,5,2014,"01:00:00",0,1,2014-05-20,1,1,140
29,"2014-04-21",21,4,2014,"03:00:00",0,12,2014-04-21,3,4,111
159,"2014-04-21",21,4,2014,"03:30:00",0,189,2014-04-21,3.5,54,111
159,"2014-04-15",15,4,2014,"01:00:00",0,10,2014-04-15,1,10,105
159,"2014-04-13",13,4,2014,"03:00:00",0,15,2014-04-13,3,5,103
159,"2014-05-02",2,5,2014,"02:00:00",0,90,2014-05-02,2,45,122
252,"2014-04-20",20,4,2014,"03:00:00",0,33,2014-04-20,3,11,110
97,"2014-04-16",16,4,2014,"01:00:00",0,4,2014-04-16,1,4,106
29,"2014-04-23",23,4,2014,"01:00:00",0,4,2014-04-23,1,4,113
97,"2014-05-15",15,5,2014,"01:00:00",0,1,2014-05-15,1,1,135
252,"2014-04-19",19,4,2014,"01:00:00",0,2,2014-04-19,1,2,109
429,"2014-04-14",14,4,2014,"01:00:00",0,1,2014-04-14,1,1,104
71,"2014-04-19",19,4,2014,"03:00:00",0,31,2014-04-19,3,10.3333333333333,109
1,"2014-04-21",21,4,2014,"08:00:00",0,29,2014-04-21,8,3.625,111
159,"2014-04-16",16,4,2014,"02:00:00",0,32,2014-04-16,2,16,106
252,"2014-05-03",3,5,2014,"12:00:00",0,697,2014-05-03,12,58.0833333333333,123
1,"2014-04-26",26,4,2014,"02:00:00",0,4,2014-04-26,2,2,116
1,"2014-04-25",25,4,2014,"06:00:00",0,17,2014-04-25,6,2.83333333333333,115
429,"2014-04-22",22,4,2014,"01:00:00",0,1,2014-04-22,1,1,112
429,"2014-04-20",20,4,2014,"03:00:00",0,182,2014-04-20,3,60.6666666666667,110
429,"2014-05-04",4,5,2014,"03:20:00",0,273,2014-05-04,3.33333333333333,81.9,124
71,"2014-05-03",3,5,2014,"02:15:00",0,285,2014-05-03,2.25,126.666666666667,123
29,"2014-05-03",3,5,2014,"09:00:00",0,239,2014-05-03,9,26.5555555555556,123
429,"2014-05-25",25,5,2014,"01:00:00",0,1,2014-05-25,1,1,145
1,"2014-05-19",19,5,2014,"02:00:00",0,2,2014-05-19,2,1,139
97,"2014-05-04",4,5,2014,"01:00:00",0,1,2014-05-04,1,1,124
159,"2014-05-14",14,5,2014,"01:00:00",0,1,2014-05-14,1,1,134
97,"2014-04-20",20,4,2014,"01:00:00",0,5,2014-04-20,1,5,110
252,"2014-04-26",26,4,2014,"01:00:00",0,1,2014-04-26,1,1,116
1,"2014-05-03",3,5,2014,"03:10:00",0,38,2014-05-03,3.16666666666667,12,123
429,"2014-05-18",18,5,2014,"02:00:00",0,2,2014-05-18,2,1,138
429,"2014-04-23",23,4,2014,"03:00:00",0,27,2014-04-23,3,9,113
1,"2014-04-28",28,4,2014,"01:00:00",0,3,2014-04-28,1,3,118
159,"2014-04-20",20,4,2014,"02:00:00",0,68,2014-04-20,2,34,110
159,"2014-05-04",4,5,2014,"02:00:00",0,257,2014-05-04,2,128.5,124
29,"2014-05-04",4,5,2014,"07:00:00",0,206,2014-05-04,7,29.4285714285714,124
29,"2014-04-20",20,4,2014,"09:00:00",0,227,2014-04-20,9,25.2222222222222,110
1,"2014-05-05",5,5,2014,"06:00:00",0,40,2014-05-05,6,6.66666666666667,125
252,"2014-05-02",2,5,2014,"04:30:00",0,108,2014-05-02,4.5,24,122
429,"2014-05-13",13,5,2014,"01:00:00",0,1,2014-05-13,1,1,133
252,"2014-04-21",21,4,2014,"03:00:00",0,18,2014-04-21,3,6,111
97,"2014-04-18",18,4,2014,"01:00:00",0,18,2014-04-18,1,18,108
159,"2014-05-11",11,5,2014,"01:00:00",0,1,2014-05-11,1,1,131
429,"2014-04-16",16,4,2014,"03:00:00",0,33,2014-04-16,3,11,106
1,"2014-04-19",19,4,2014,"01:00:00",0,12,2014-04-19,1,12,109
71,"2014-05-02",2,5,2014,"02:00:00",0,51,2014-05-02,2,25.5,122
29,"2014-05-05",5,5,2014,"04:00:00",0,56,2014-05-05,4,14,125
429,"2014-05-19",19,5,2014,"01:00:00",0,1,2014-05-19,1,1,139
1,"2014-04-20",20,4,2014,"07:45:00",0,41,2014-04-20,7.75,5.29032258064516,110
1,"2014-05-04",4,5,2014,"04:30:00",0,8,2014-05-04,4.5,1.77777777777778,124
429,"2014-04-26",26,4,2014,"02:00:00",0,18,2014-04-26,2,9,116
29,"2014-04-19",19,4,2014,"09:00:00",0,221,2014-04-19,9,24.5555555555556,109
159,"2014-04-19",19,4,2014,"01:00:00",0,42,2014-04-19,1,42,109
429,"2014-04-10",10,4,2014,"01:00:00",0,14,2014-04-10,1,14,100
97,"2014-05-03",3,5,2014,"02:00:00",0,284,2014-05-03,2,142,123
159,"2014-05-07",7,5,2014,"02:00:00",0,5,2014-05-07,2,2.5,127
429,"2014-04-27",27,4,2014,"02:00:00",0,212,2014-04-27,2,106,117
1,"2014-05-06",6,5,2014,"01:00:00",0,1,2014-05-06,1,1,126
429,"2014-05-02",2,5,2014,"04:00:00",0,247,2014-05-02,4,61.75,122
429,"2014-04-21",21,4,2014,"03:55:00",0,131,2014-04-21,3.91666666666667,33.4468085106383,111
97,"2014-04-19",19,4,2014,"01:00:00",0,3,2014-04-19,1,3,109
429,"2015-04-22",22,4,2015,"03:00:00",0,110,2015-04-22,3,36.6666666666667,112
429,"2015-04-19",19,4,2015,"03:00:00",0,7,2015-04-19,3,2.33333333333333,109
29,"2015-04-28",28,4,2015,"02:00:00",0,87,2015-04-28,2,43.5,118
29,"2015-04-15",15,4,2015,"01:00:00",0,1,2015-04-15,1,1,105
71,"2015-04-18",18,4,2015,"02:40:00",0,36,2015-04-18,2.66666666666667,13.5,108
429,"2015-04-23",23,4,2015,"02:00:00",0,8,2015-04-23,2,4,113
97,"2015-04-21",21,4,2015,"01:00:00",0,12,2015-04-21,1,12,111
252,"2015-04-18",18,4,2015,"06:00:00",0,27,2015-04-18,6,4.5,108
429,"2015-05-21",21,5,2015,"01:00:00",0,1,2015-05-21,1,1,141
429,"2015-04-26",26,4,2015,"03:00:00",0,7,2015-04-26,3,2.33333333333333,116
71,"2015-04-27",27,4,2015,"01:00:00",0,1,2015-04-27,1,1,117
29,"2015-05-14",14,5,2015,"04:00:00",0,9,2015-05-14,4,2.25,134
159,"2015-05-14",14,5,2015,"01:00:00",0,4,2015-05-14,1,4,134
429,"2015-05-04",4,5,2015,"01:00:00",2,0,2015-05-04,1,2,124
29,"2015-04-24",24,4,2015,"00:30:00",0,16,2015-04-24,0.5,32,114
429,"2015-05-07",7,5,2015,"02:00:00",0,21,2015-05-07,2,10.5,127
159,"2015-04-21",21,4,2015,"02:00:00",0,135,2015-04-21,2,67.5,111
29,"2015-05-15",15,5,2015,"03:00:00",0,80,2015-05-15,3,26.6666666666667,135
159,"2015-05-02",2,5,2015,"01:30:00",0,999,2015-05-02,1.5,666,122
29,"2015-05-02",2,5,2015,"07:00:00",0,1468,2015-05-02,7,209.714285714286,122
1,"2015-05-03",3,5,2015,"03:00:00",0,20,2015-05-03,3,6.66666666666667,123
